conv_id,turn_id,num_unique_titles,num_retrieved_documents
-9058638480028385766,1,100,100
-593212502745785530,1,100,100
3534426671390038795,1,100,100
4573821560941134363,1,100,100
-6893485745127069197,1,100,100
4213628684936305278,1,100,100
-158004980764304290,1,100,100
5648991562862896072,1,100,100
8480092557592561766,1,100,100
1884042533663375336,1,100,100
8133395390735062068,1,100,100
5344077632896146967,1,100,100
-6976467069735792928,1,100,100
-3827912340348181827,1,100,100
-8111479254857700502,1,100,100
-5349310838706401941,1,100,100
8034640094995078974,1,100,100
-121617739700620344,1,100,100
5692579678656489855,1,100,100
-855246647558575478,1,100,100
7981732001245823259,1,100,100
7945534779853044457,1,100,100
3287840990410716650,1,100,100
5704714529849457513,1,100,100
-1543543153024449511,1,100,100
-4618432255041603676,1,100,100
-827297802442286171,1,100,100
-4689146801806513551,1,100,100
-8349332055216257562,1,100,100
-2453021063704833671,1,100,100
1797908736144738679,1,100,100
-409622381076009772,1,100,100
3319993667507902552,1,100,100
-597023903069087846,1,100,100
-3804140741267495577,1,100,100
5976363595518070585,1,100,100
-4934169652923859773,1,100,100
-6225345490920055817,1,100,100
-1508372219195527242,1,100,100
31999804810322688,1,100,100
-7593223557470038556,1,100,100
-6556949408737698040,1,100,100
8031666158615807855,1,100,100
-1998540339793837556,1,100,100
3978528412752837293,1,100,100
4477562665965568909,1,100,100
-7501795688741775956,1,100,100
1316682491540309165,1,100,100
-4563645202160780413,1,100,100
-8089156527189769155,1,100,100
-5380434174959974582,1,100,100
-6642113086025408391,1,100,100
-7133583765454886955,1,100,100
47985848352892571,1,100,100
926313614583798005,1,100,100
3047197652638889884,1,100,100
-7392313893573307639,1,100,100
2054536745116975268,1,100,100
2184318228911405416,1,100,100
4899415748345658206,1,100,100
2493327379180616423,1,100,100
1966900236862315687,1,100,100
-1055199144889727696,1,100,100
8924827062297939118,1,100,100
1238857775202770690,1,100,100
7947867722594019830,1,100,100
-6908049169001877742,1,100,100
-6777144068984978001,1,100,100
2806709551428604997,1,100,100
1988040346390784364,1,100,100
-7285402003556328246,1,100,100
3709269594158692309,1,100,100
-6640149063223756357,1,100,100
-6433059732826747520,1,100,100
3391717400790164686,1,100,100
-5927193048598043436,1,100,100
-8845908040715607923,1,100,100
2039085449890074801,1,100,100
-2295186136684060602,1,100,100
